"d","t","travelers","CumulativeT"
"4","2018-09-18 16:03:18","1","49373"
"4","2018-09-18 16:03:19","2","49375"
"4","2018-09-18 16:03:21","2","49377"
"2","2018-09-18 16:03:22","1","49378"
"4","2018-09-18 16:03:23","1","49379"
"2","2018-09-18 16:03:24","2","49381"
"4","2018-09-18 16:03:25","2","49383"
"4","2018-09-18 16:03:26","4","49387"
"2","2018-09-18 16:03:27","2","49389"
"2","2018-09-18 16:03:28","1","49390"
"2","2018-09-18 16:03:29","1","49391"
"2","2018-09-18 16:03:30","1","49392"
"4","2018-09-18 16:03:31","1","49393"
"2","2018-09-18 16:03:32","5","49398"
"2","2018-09-18 16:03:33","2","49400"
"2","2018-09-18 16:03:35","3","49403"
"4","2018-09-18 16:03:36","1","49404"
"2","2018-09-18 16:03:37","3","49407"
"2","2018-09-18 16:03:38","1","49408"
"4","2018-09-18 16:03:39","1","49409"
"4","2018-09-18 16:03:40","1","49410"
"4","2018-09-18 16:03:41","3","49413"
"4","2018-09-18 16:03:42","2","49415"
"2","2018-09-18 16:03:43","1","49416"
"2","2018-09-18 16:03:44","3","49419"
"4","2018-09-18 16:03:45","5","49424"
"2","2018-09-18 16:03:46","1","49425"
"2","2018-09-18 16:03:47","1","49426"
"4","2018-09-18 16:03:50","1","49427"
"2","2018-09-18 16:03:54","2","49429"
"2","2018-09-18 16:03:55","5","49434"
"2","2018-09-18 16:03:56","1","49435"
"2","2018-09-18 16:03:57","1","49436"
"2","2018-09-18 16:03:58","2","49438"
"4","2018-09-18 16:03:59","3","49441"
"2","2018-09-18 16:04:00","1","49442"
"2","2018-09-18 16:04:02","4","49446"
"2","2018-09-18 16:04:03","3","49449"
"2","2018-09-18 16:04:04","2","49451"
"2","2018-09-18 16:04:05","3","49454"
"2","2018-09-18 16:04:06","2","49456"
"4","2018-09-18 16:04:07","2","49458"
"2","2018-09-18 16:04:09","1","49459"
"4","2018-09-18 16:04:10","1","49460"
"2","2018-09-18 16:04:11","4","49464"
"4","2018-09-18 16:04:12","1","49465"
"2","2018-09-18 16:04:13","2","49467"
"4","2018-09-18 16:04:15","2","49469"
"2","2018-09-18 16:04:16","3","49472"
"4","2018-09-18 16:04:17","4","49476"
"4","2018-09-18 16:04:18","1","49477"
"2","2018-09-18 16:04:20","2","49479"
"2","2018-09-18 16:04:21","1","49480"
"2","2018-09-18 16:04:22","1","49481"
"2","2018-09-18 16:04:23","2","49483"
"4","2018-09-18 16:04:24","1","49484"
"4","2018-09-18 16:04:25","1","49485"
"2","2018-09-18 16:04:26","3","49488"
"2","2018-09-18 16:04:27","3","49491"
"4","2018-09-18 16:04:28","2","49493"
"2","2018-09-18 16:04:29","1","49494"
"2","2018-09-18 16:04:30","2","49496"
"4","2018-09-18 16:04:31","2","49498"
"4","2018-09-18 16:04:32","2","49500"
"2","2018-09-18 16:04:33","1","49501"
"2","2018-09-18 16:04:35","1","49502"
"2","2018-09-18 16:04:36","2","49504"
"2","2018-09-18 16:04:37","3","49507"
"2","2018-09-18 16:04:39","2","49509"
"2","2018-09-18 16:04:41","1","49510"
"4","2018-09-18 16:04:42","5","49515"
"4","2018-09-18 16:04:43","1","49516"
"4","2018-09-18 16:04:44","2","49518"
"2","2018-09-18 16:04:46","3","49521"
"2","2018-09-18 16:04:47","2","49523"
"2","2018-09-18 16:04:48","4","49527"
"2","2018-09-18 16:04:49","3","49530"
"2","2018-09-18 16:04:50","1","49531"
"2","2018-09-18 16:04:51","1","49532"
"2","2018-09-18 16:04:53","3","49535"
"4","2018-09-18 16:04:55","1","49536"
"2","2018-09-18 16:04:56","2","49538"
"2","2018-09-18 16:04:57","9","49547"
"2","2018-09-18 16:04:58","3","49550"
"2","2018-09-18 16:04:59","2","49552"
"2","2018-09-18 16:05:00","1","49553"
"2","2018-09-18 16:05:01","3","49556"
"4","2018-09-18 16:05:02","1","49557"
"2","2018-09-18 16:05:03","3","49560"
"4","2018-09-18 16:05:04","1","49561"
"2","2018-09-18 16:05:06","2","49563"
"4","2018-09-18 16:05:07","5","49568"
"2","2018-09-18 16:05:08","1","49569"
"2","2018-09-18 16:05:09","2","49571"
"4","2018-09-18 16:05:10","3","49574"
"2","2018-09-18 16:05:11","4","49578"
"2","2018-09-18 16:05:12","1","49579"
"2","2018-09-18 16:05:13","3","49582"
"2","2018-09-18 16:05:15","3","49585"
"2","2018-09-18 16:05:16","4","49589"
"2","2018-09-18 16:05:17","1","49590"
"2","2018-09-18 16:05:18","1","49591"
"2","2018-09-18 16:05:19","1","49592"
"4","2018-09-18 16:05:20","2","49594"
"2","2018-09-18 16:05:21","3","49597"
"2","2018-09-18 16:05:23","1","49598"
"2","2018-09-18 16:05:24","2","49600"
"2","2018-09-18 16:05:25","3","49603"
"4","2018-09-18 16:05:26","1","49604"
"2","2018-09-18 16:05:27","1","49605"
"4","2018-09-18 16:05:28","2","49607"
"2","2018-09-18 16:05:29","4","49611"
"2","2018-09-18 16:05:30","2","49613"
"2","2018-09-18 16:05:31","3","49616"
"2","2018-09-18 16:05:33","2","49618"
"2","2018-09-18 16:05:36","4","49622"
"2","2018-09-18 16:05:38","2","49624"
"2","2018-09-18 16:05:39","1","49625"
"2","2018-09-18 16:05:40","1","49626"
"4","2018-09-18 16:05:41","1","49627"
"2","2018-09-18 16:05:43","1","49628"
"4","2018-09-18 16:05:44","2","49630"
"2","2018-09-18 16:05:45","3","49633"
"2","2018-09-18 16:05:46","1","49634"
"2","2018-09-18 16:05:47","1","49635"
"4","2018-09-18 16:05:48","4","49639"
"2","2018-09-18 16:05:49","5","49644"
"2","2018-09-18 16:05:50","3","49647"
"2","2018-09-18 16:05:51","3","49650"
"2","2018-09-18 16:05:52","5","49655"
"2","2018-09-18 16:05:54","3","49658"
"2","2018-09-18 16:05:55","2","49660"
"2","2018-09-18 16:05:56","1","49661"
"2","2018-09-18 16:05:57","3","49664"
"4","2018-09-18 16:05:58","2","49666"
"2","2018-09-18 16:05:59","1","49667"
"2","2018-09-18 16:06:00","4","49671"
"2","2018-09-18 16:06:01","1","49672"
"2","2018-09-18 16:06:02","2","49674"
"2","2018-09-18 16:06:03","2","49676"
"2","2018-09-18 16:06:04","3","49679"
"2","2018-09-18 16:06:05","1","49680"
"2","2018-09-18 16:06:06","3","49683"
"4","2018-09-18 16:06:09","1","49684"
"2","2018-09-18 16:06:10","3","49687"
"2","2018-09-18 16:06:11","2","49689"
"4","2018-09-18 16:06:12","1","49690"
"4","2018-09-18 16:06:13","3","49693"
"2","2018-09-18 16:06:14","2","49695"
"2","2018-09-18 16:06:15","3","49698"
"2","2018-09-18 16:06:16","3","49701"
"2","2018-09-18 16:06:17","1","49702"
"2","2018-09-18 16:06:18","2","49704"
"2","2018-09-18 16:06:20","4","49708"
"4","2018-09-18 16:06:22","3","49711"
"2","2018-09-18 16:06:23","2","49713"
"2","2018-09-18 16:06:24","3","49716"
"2","2018-09-18 16:06:26","1","49717"
"4","2018-09-18 16:06:27","2","49719"
"2","2018-09-18 16:06:28","2","49721"
"2","2018-09-18 16:06:29","5","49726"
"2","2018-09-18 16:06:31","3","49729"
"4","2018-09-18 16:06:33","2","49731"
"4","2018-09-18 16:06:34","3","49734"
"2","2018-09-18 16:06:35","1","49735"
"2","2018-09-18 16:06:37","2","49737"
"2","2018-09-18 16:06:39","4","49741"
"2","2018-09-18 16:06:40","1","49742"
"2","2018-09-18 16:06:41","1","49743"
"2","2018-09-18 16:06:42","2","49745"
"4","2018-09-18 16:06:43","3","49748"
"2","2018-09-18 16:06:44","1","49749"
"2","2018-09-18 16:06:45","1","49750"
"4","2018-09-18 16:06:47","3","49753"
"2","2018-09-18 16:06:48","3","49756"
"2","2018-09-18 16:06:49","2","49758"
"4","2018-09-18 16:06:51","1","49759"
"4","2018-09-18 16:06:53","1","49760"
"4","2018-09-18 16:06:54","2","49762"
"2","2018-09-18 16:06:55","3","49765"
"2","2018-09-18 16:06:56","1","49766"
"2","2018-09-18 16:06:57","2","49768"
"2","2018-09-18 16:06:58","1","49769"
"4","2018-09-18 16:06:59","7","49776"
"2","2018-09-18 16:07:00","1","49777"
"2","2018-09-18 16:07:01","5","49782"
"2","2018-09-18 16:07:02","1","49783"
"2","2018-09-18 16:07:03","1","49784"
"4","2018-09-18 16:07:04","3","49787"
"2","2018-09-18 16:07:05","7","49794"
"2","2018-09-18 16:07:06","3","49797"
"4","2018-09-18 16:07:07","5","49802"
"2","2018-09-18 16:07:08","2","49804"
"4","2018-09-18 16:07:11","1","49805"
"2","2018-09-18 16:07:13","1","49806"
"2","2018-09-18 16:07:14","3","49809"
"2","2018-09-18 16:07:15","2","49811"
"2","2018-09-18 16:07:17","2","49813"
"4","2018-09-18 16:07:18","3","49816"
"4","2018-09-18 16:07:19","1","49817"
"2","2018-09-18 16:07:20","1","49818"
"2","2018-09-18 16:07:21","1","49819"
"2","2018-09-18 16:07:22","1","49820"
"4","2018-09-18 16:07:23","1","49821"
"2","2018-09-18 16:07:24","2","49823"
"2","2018-09-18 16:07:25","1","49824"
"2","2018-09-18 16:07:26","4","49828"
"2","2018-09-18 16:07:27","3","49831"
"2","2018-09-18 16:07:28","2","49833"
"2","2018-09-18 16:07:29","1","49834"
"2","2018-09-18 16:07:30","5","49839"
"2","2018-09-18 16:07:32","3","49842"
"4","2018-09-18 16:07:34","3","49845"
"2","2018-09-18 16:07:35","5","49850"
"2","2018-09-18 16:07:36","2","49852"
"2","2018-09-18 16:07:37","6","49858"
"2","2018-09-18 16:07:38","1","49859"
"4","2018-09-18 16:07:39","4","49863"
"2","2018-09-18 16:07:40","1","49864"
"2","2018-09-18 16:07:41","3","49867"
"2","2018-09-18 16:07:42","2","49869"
"2","2018-09-18 16:07:44","1","49870"
"4","2018-09-18 16:07:46","2","49872"
"2","2018-09-18 16:07:47","6","49878"
"4","2018-09-18 16:07:48","3","49881"
"2","2018-09-18 16:07:49","1","49882"
"4","2018-09-18 16:07:50","3","49885"
"2","2018-09-18 16:07:51","3","49888"
"2","2018-09-18 16:07:52","1","49889"
"4","2018-09-18 16:07:53","1","49890"
"4","2018-09-18 16:07:54","2","49892"
"4","2018-09-18 16:07:55","2","49894"
"2","2018-09-18 16:07:56","1","49895"
"2","2018-09-18 16:07:57","2","49897"
"2","2018-09-18 16:07:58","4","49901"
"2","2018-09-18 16:07:59","2","49903"
"2","2018-09-18 16:08:00","2","49905"
"4","2018-09-18 16:08:01","4","49909"
"2","2018-09-18 16:08:02","5","49914"
"2","2018-09-18 16:08:04","1","49915"
"4","2018-09-18 16:08:05","2","49917"
"4","2018-09-18 16:08:06","1","49918"
"2","2018-09-18 16:08:07","4","49922"
"2","2018-09-18 16:08:08","3","49925"
"2","2018-09-18 16:08:09","2","49927"
"2","2018-09-18 16:08:11","5","49932"
"2","2018-09-18 16:08:12","3","49935"
"4","2018-09-18 16:08:13","2","49937"
"2","2018-09-18 16:08:14","1","49938"
"2","2018-09-18 16:08:15","3","49941"
"4","2018-09-18 16:08:17","1","49942"
"4","2018-09-18 16:08:18","1","49943"
"4","2018-09-18 16:08:20","8","49951"
"4","2018-09-18 16:08:21","1","49952"
"2","2018-09-18 16:08:22","1","49953"
"2","2018-09-18 16:08:23","3","49956"
"4","2018-09-18 16:08:24","1","49957"
"2","2018-09-18 16:08:25","2","49959"
"2","2018-09-18 16:08:26","1","49960"
"4","2018-09-18 16:08:27","1","49961"
"4","2018-09-18 16:08:28","1","49962"
"2","2018-09-18 16:08:29","3","49965"
"2","2018-09-18 16:08:30","1","49966"
"2","2018-09-18 16:08:31","1","49967"
"2","2018-09-18 16:08:32","4","49971"
"2","2018-09-18 16:08:33","3","49974"
"2","2018-09-18 16:08:34","2","49976"
"4","2018-09-18 16:08:35","3","49979"
"2","2018-09-18 16:08:36","2","49981"
"2","2018-09-18 16:08:37","1","49982"
"2","2018-09-18 16:08:38","3","49985"
"4","2018-09-18 16:08:39","1","49986"
"4","2018-09-18 16:08:40","1","49987"
"2","2018-09-18 16:08:41","4","49991"
"2","2018-09-18 16:08:44","1","49992"
"2","2018-09-18 16:08:45","2","49994"
"4","2018-09-18 16:08:46","4","49998"
"2","2018-09-18 16:08:47","5","50003"
"2","2018-09-18 16:08:48","3","50006"
"2","2018-09-18 16:08:49","1","50007"
"2","2018-09-18 16:08:50","3","50010"
"2","2018-09-18 16:08:51","3","50013"
"2","2018-09-18 16:08:52","5","50018"
"4","2018-09-18 16:08:53","4","50022"
"2","2018-09-18 16:08:55","2","50024"
"4","2018-09-18 16:08:56","2","50026"
"4","2018-09-18 16:08:57","3","50029"
"2","2018-09-18 16:08:59","3","50032"
"4","2018-09-18 16:09:01","5","50037"
"4","2018-09-18 16:09:02","8","50045"
"2","2018-09-18 16:09:05","2","50047"
"2","2018-09-18 16:09:06","1","50048"
"2","2018-09-18 16:09:07","1","50049"
"4","2018-09-18 16:09:08","6","50055"
"4","2018-09-18 16:09:09","2","50057"
"2","2018-09-18 16:09:10","1","50058"
"2","2018-09-18 16:09:12","3","50061"
"4","2018-09-18 16:09:14","1","50062"
"4","2018-09-18 16:09:15","1","50063"
"4","2018-09-18 16:09:16","3","50066"
"4","2018-09-18 16:09:17","2","50068"
"2","2018-09-18 16:09:18","3","50071"
"4","2018-09-18 16:09:19","4","50075"
"2","2018-09-18 16:09:20","1","50076"
"4","2018-09-18 16:09:21","3","50079"
"2","2018-09-18 16:09:22","2","50081"
"2","2018-09-18 16:09:24","3","50084"
"4","2018-09-18 16:09:25","2","50086"
"2","2018-09-18 16:09:27","3","50089"
"2","2018-09-18 16:09:28","3","50092"
"4","2018-09-18 16:09:29","3","50095"
"2","2018-09-18 16:09:30","5","50100"
"4","2018-09-18 16:09:32","1","50101"
"4","2018-09-18 16:09:33","5","50106"
"4","2018-09-18 16:09:34","3","50109"
"2","2018-09-18 16:09:35","1","50110"
"2","2018-09-18 16:09:36","1","50111"
"2","2018-09-18 16:09:37","1","50112"
"2","2018-09-18 16:09:38","2","50114"
"2","2018-09-18 16:09:39","2","50116"
"2","2018-09-18 16:09:40","4","50120"
"4","2018-09-18 16:09:41","3","50123"
"2","2018-09-18 16:09:42","1","50124"
"4","2018-09-18 16:09:43","3","50127"
"4","2018-09-18 16:09:44","2","50129"
"2","2018-09-18 16:09:45","1","50130"
"2","2018-09-18 16:09:46","4","50134"
"2","2018-09-18 16:09:47","2","50136"
"2","2018-09-18 16:09:48","3","50139"
"2","2018-09-18 16:09:49","5","50144"
"2","2018-09-18 16:09:51","3","50147"
"2","2018-09-18 16:09:52","6","50153"
"2","2018-09-18 16:09:54","4","50157"
"2","2018-09-18 16:09:55","4","50161"
"2","2018-09-18 16:09:57","3","50164"
"2","2018-09-18 16:09:58","1","50165"
"2","2018-09-18 16:09:59","3","50168"
"2","2018-09-18 16:10:00","1","50169"
"2","2018-09-18 16:10:01","4","50173"
"2","2018-09-18 16:10:02","3","50176"
"2","2018-09-18 16:10:03","3","50179"
"4","2018-09-18 16:10:04","3","50182"
"2","2018-09-18 16:10:05","3","50185"
"2","2018-09-18 16:10:06","5","50190"
"4","2018-09-18 16:10:07","1","50191"
"4","2018-09-18 16:10:09","5","50196"
"4","2018-09-18 16:10:10","1","50197"
"2","2018-09-18 16:10:11","2","50199"
"4","2018-09-18 16:10:12","2","50201"
"2","2018-09-18 16:10:13","3","50204"
"2","2018-09-18 16:10:14","1","50205"
"2","2018-09-18 16:10:15","2","50207"
"2","2018-09-18 16:10:16","3","50210"
"2","2018-09-18 16:10:17","2","50212"
"2","2018-09-18 16:10:18","3","50215"
"4","2018-09-18 16:10:19","6","50221"
"2","2018-09-18 16:10:20","3","50224"
"2","2018-09-18 16:10:22","2","50226"
"2","2018-09-18 16:10:23","1","50227"
"2","2018-09-18 16:10:24","3","50230"
"4","2018-09-18 16:10:25","7","50237"
"2","2018-09-18 16:10:26","4","50241"
"4","2018-09-18 16:10:27","2","50243"
"2","2018-09-18 16:10:28","1","50244"
"2","2018-09-18 16:10:29","1","50245"
"2","2018-09-18 16:10:30","3","50248"
"2","2018-09-18 16:10:31","1","50249"
"2","2018-09-18 16:10:32","1","50250"
"2","2018-09-18 16:10:33","4","50254"
"2","2018-09-18 16:10:35","1","50255"
"4","2018-09-18 16:10:36","1","50256"
"2","2018-09-18 16:10:37","4","50260"
"2","2018-09-18 16:10:38","1","50261"
"4","2018-09-18 16:10:41","2","50263"
"2","2018-09-18 16:10:42","4","50267"
"2","2018-09-18 16:10:43","2","50269"
"2","2018-09-18 16:10:44","1","50270"
"2","2018-09-18 16:10:45","2","50272"
"2","2018-09-18 16:10:46","2","50274"
"2","2018-09-18 16:10:47","3","50277"
"2","2018-09-18 16:10:48","2","50279"
"2","2018-09-18 16:10:49","2","50281"
"2","2018-09-18 16:10:51","6","50287"
"2","2018-09-18 16:10:52","1","50288"
"2","2018-09-18 16:10:53","1","50289"
"2","2018-09-18 16:10:56","1","50290"
"2","2018-09-18 16:10:57","2","50292"
"2","2018-09-18 16:10:58","1","50293"
"2","2018-09-18 16:11:00","1","50294"
"2","2018-09-18 16:11:01","2","50296"
"4","2018-09-18 16:11:02","1","50297"
"2","2018-09-18 16:11:03","3","50300"
"2","2018-09-18 16:11:04","1","50301"
"2","2018-09-18 16:11:05","2","50303"
"2","2018-09-18 16:11:07","2","50305"
"4","2018-09-18 16:11:08","4","50309"
"2","2018-09-18 16:11:09","5","50314"
"2","2018-09-18 16:11:10","5","50319"
"2","2018-09-18 16:11:11","3","50322"
"2","2018-09-18 16:11:12","3","50325"
"2","2018-09-18 16:11:13","2","50327"
"4","2018-09-18 16:11:14","4","50331"
"2","2018-09-18 16:11:15","2","50333"
"4","2018-09-18 16:11:16","3","50336"
"2","2018-09-18 16:11:17","1","50337"
"2","2018-09-18 16:11:18","1","50338"
"2","2018-09-18 16:11:21","3","50341"
"4","2018-09-18 16:11:22","3","50344"
"2","2018-09-18 16:11:23","1","50345"
"4","2018-09-18 16:11:25","1","50346"
"2","2018-09-18 16:11:26","1","50347"
"4","2018-09-18 16:11:28","1","50348"
"2","2018-09-18 16:11:29","2","50350"
"2","2018-09-18 16:11:30","1","50351"
"2","2018-09-18 16:11:31","3","50354"
"4","2018-09-18 16:11:32","1","50355"
"2","2018-09-18 16:11:33","2","50357"
"2","2018-09-18 16:11:34","3","50360"
"2","2018-09-18 16:11:36","3","50363"
"2","2018-09-18 16:11:37","3","50366"
"2","2018-09-18 16:11:38","2","50368"
"2","2018-09-18 16:11:39","2","50370"
"2","2018-09-18 16:11:40","3","50373"
"4","2018-09-18 16:11:41","4","50377"
"2","2018-09-18 16:11:42","4","50381"
"4","2018-09-18 16:11:43","2","50383"
"4","2018-09-18 16:11:44","4","50387"
"2","2018-09-18 16:11:46","2","50389"
"4","2018-09-18 16:11:47","1","50390"
"2","2018-09-18 16:11:48","4","50394"
"4","2018-09-18 16:11:49","1","50395"
"2","2018-09-18 16:11:50","1","50396"
"2","2018-09-18 16:11:52","4","50400"
"2","2018-09-18 16:11:53","1","50401"
"4","2018-09-18 16:11:54","4","50405"
"2","2018-09-18 16:11:55","1","50406"
"4","2018-09-18 16:11:56","1","50407"
"2","2018-09-18 16:11:57","2","50409"
"2","2018-09-18 16:11:58","1","50410"
"4","2018-09-18 16:11:59","2","50412"
"2","2018-09-18 16:12:00","5","50417"
"2","2018-09-18 16:12:01","1","50418"
"2","2018-09-18 16:12:02","1","50419"
"2","2018-09-18 16:12:03","3","50422"
"2","2018-09-18 16:12:04","4","50426"
"4","2018-09-18 16:12:05","5","50431"
"2","2018-09-18 16:12:06","2","50433"
"2","2018-09-18 16:12:07","1","50434"
"2","2018-09-18 16:12:08","2","50436"
"2","2018-09-18 16:12:10","2","50438"
"2","2018-09-18 16:12:11","1","50439"
"2","2018-09-18 16:12:12","1","50440"
"4","2018-09-18 16:12:14","2","50442"
"4","2018-09-18 16:12:15","5","50447"
"4","2018-09-18 16:12:16","5","50452"
"4","2018-09-18 16:12:17","1","50453"
"2","2018-09-18 16:12:18","2","50455"
"2","2018-09-18 16:12:20","1","50456"
"4","2018-09-18 16:12:21","3","50459"
"2","2018-09-18 16:12:22","2","50461"
"4","2018-09-18 16:12:23","5","50466"
"2","2018-09-18 16:12:24","3","50469"
"2","2018-09-18 16:12:25","2","50471"
"2","2018-09-18 16:12:26","3","50474"
"4","2018-09-18 16:12:28","2","50476"
"4","2018-09-18 16:12:29","1","50477"
"4","2018-09-18 16:12:30","2","50479"
"4","2018-09-18 16:12:31","2","50481"
"2","2018-09-18 16:12:32","1","50482"
"2","2018-09-18 16:12:33","2","50484"
"2","2018-09-18 16:12:34","1","50485"
"2","2018-09-18 16:12:35","1","50486"
"2","2018-09-18 16:12:36","3","50489"
"4","2018-09-18 16:12:37","4","50493"
"4","2018-09-18 16:12:38","4","50497"
"2","2018-09-18 16:12:39","1","50498"
"2","2018-09-18 16:12:41","2","50500"
"2","2018-09-18 16:12:42","4","50504"
"2","2018-09-18 16:12:43","1","50505"
"2","2018-09-18 16:12:45","1","50506"
"2","2018-09-18 16:12:47","3","50509"
"2","2018-09-18 16:12:48","1","50510"
"2","2018-09-18 16:12:50","4","50514"
"2","2018-09-18 16:12:51","5","50519"
"4","2018-09-18 16:12:52","4","50523"
"2","2018-09-18 16:12:53","2","50525"
"2","2018-09-18 16:12:54","4","50529"
"2","2018-09-18 16:12:55","2","50531"
"4","2018-09-18 16:12:56","2","50533"
"4","2018-09-18 16:12:57","2","50535"
"4","2018-09-18 16:12:58","4","50539"
"2","2018-09-18 16:12:59","2","50541"
"2","2018-09-18 16:13:00","2","50543"
"4","2018-09-18 16:13:01","1","50544"
"2","2018-09-18 16:13:02","1","50545"
"2","2018-09-18 16:13:03","2","50547"
"4","2018-09-18 16:13:04","2","50549"
"4","2018-09-18 16:13:05","3","50552"
"2","2018-09-18 16:13:06","1","50553"
"2","2018-09-18 16:13:07","3","50556"
"2","2018-09-18 16:13:08","5","50561"
"4","2018-09-18 16:13:09","1","50562"
"2","2018-09-18 16:13:10","1","50563"
"2","2018-09-18 16:13:11","1","50564"
"4","2018-09-18 16:13:13","5","50569"
"4","2018-09-18 16:13:14","2","50571"
"4","2018-09-18 16:13:15","2","50573"
"2","2018-09-18 16:13:16","4","50577"
"2","2018-09-18 16:13:17","3","50580"
"4","2018-09-18 16:13:18","3","50583"
"2","2018-09-18 16:13:19","2","50585"
"2","2018-09-18 16:13:20","2","50587"
"2","2018-09-18 16:13:21","5","50592"
"4","2018-09-18 16:13:22","3","50595"
"2","2018-09-18 16:13:23","1","50596"
"2","2018-09-18 16:13:24","2","50598"
"2","2018-09-18 16:13:25","2","50600"
"2","2018-09-18 16:13:26","3","50603"
"2","2018-09-18 16:13:27","1","50604"
"4","2018-09-18 16:13:28","4","50608"
"2","2018-09-18 16:13:29","2","50610"
"2","2018-09-18 16:13:30","1","50611"
"4","2018-09-18 16:13:31","2","50613"
"4","2018-09-18 16:13:32","2","50615"
"2","2018-09-18 16:13:34","4","50619"
"2","2018-09-18 16:13:35","2","50621"
"2","2018-09-18 16:13:36","1","50622"
"2","2018-09-18 16:13:37","2","50624"
"2","2018-09-18 16:13:38","2","50626"
"2","2018-09-18 16:13:39","3","50629"
"2","2018-09-18 16:13:40","1","50630"
"2","2018-09-18 16:13:42","1","50631"
"2","2018-09-18 16:13:43","1","50632"
"2","2018-09-18 16:13:44","5","50637"
"2","2018-09-18 16:13:45","2","50639"
"2","2018-09-18 16:13:46","2","50641"
"2","2018-09-18 16:13:47","2","50643"
"4","2018-09-18 16:13:48","1","50644"
"2","2018-09-18 16:13:49","1","50645"
"2","2018-09-18 16:13:50","2","50647"
"2","2018-09-18 16:13:51","2","50649"
"4","2018-09-18 16:13:52","3","50652"
"2","2018-09-18 16:13:53","1","50653"
"2","2018-09-18 16:13:54","4","50657"
"2","2018-09-18 16:13:55","2","50659"
"2","2018-09-18 16:13:56","1","50660"
"2","2018-09-18 16:13:57","2","50662"
"4","2018-09-18 16:13:58","4","50666"
"2","2018-09-18 16:13:59","6","50672"
"2","2018-09-18 16:14:00","4","50676"
"2","2018-09-18 16:14:01","2","50678"
"4","2018-09-18 16:14:02","2","50680"
"2","2018-09-18 16:14:03","3","50683"
"2","2018-09-18 16:14:04","4","50687"
"2","2018-09-18 16:14:05","3","50690"
"2","2018-09-18 16:14:06","1","50691"
"2","2018-09-18 16:14:07","3","50694"
"4","2018-09-18 16:14:08","1","50695"
"2","2018-09-18 16:14:09","5","50700"
"2","2018-09-18 16:14:10","2","50702"
"2","2018-09-18 16:14:11","1","50703"
"2","2018-09-18 16:14:12","2","50705"
"2","2018-09-18 16:14:13","4","50709"
"4","2018-09-18 16:14:14","4","50713"
"2","2018-09-18 16:14:15","1","50714"
"2","2018-09-18 16:14:16","4","50718"
"4","2018-09-18 16:14:17","3","50721"
"4","2018-09-18 16:14:18","2","50723"
"2","2018-09-18 16:14:19","4","50727"
"4","2018-09-18 16:14:20","1","50728"
"2","2018-09-18 16:14:21","1","50729"
"4","2018-09-18 16:14:22","3","50732"
"2","2018-09-18 16:14:23","2","50734"
"2","2018-09-18 16:14:24","1","50735"
"2","2018-09-18 16:14:25","1","50736"
"4","2018-09-18 16:14:26","3","50739"
"2","2018-09-18 16:14:27","1","50740"
"2","2018-09-18 16:14:28","2","50742"
"2","2018-09-18 16:14:29","1","50743"
"2","2018-09-18 16:14:31","4","50747"
"2","2018-09-18 16:14:32","3","50750"
"4","2018-09-18 16:14:33","2","50752"
"4","2018-09-18 16:14:34","1","50753"
"4","2018-09-18 16:14:35","2","50755"
"2","2018-09-18 16:14:37","2","50757"
"2","2018-09-18 16:14:38","3","50760"
"4","2018-09-18 16:14:40","1","50761"
"2","2018-09-18 16:14:41","3","50764"
"4","2018-09-18 16:14:42","1","50765"
"2","2018-09-18 16:14:43","1","50766"
"2","2018-09-18 16:14:44","1","50767"
"4","2018-09-18 16:14:45","2","50769"
"2","2018-09-18 16:14:46","4","50773"
"4","2018-09-18 16:14:47","3","50776"
"4","2018-09-18 16:14:48","3","50779"
"4","2018-09-18 16:14:49","7","50786"
"4","2018-09-18 16:14:50","1","50787"
"2","2018-09-18 16:14:51","4","50791"
"4","2018-09-18 16:14:53","2","50793"
"2","2018-09-18 16:14:54","3","50796"
"4","2018-09-18 16:14:55","5","50801"
"2","2018-09-18 16:14:56","2","50803"
"2","2018-09-18 16:14:59","2","50805"
"2","2018-09-18 16:15:01","1","50806"
"4","2018-09-18 16:15:02","3","50809"
"4","2018-09-18 16:15:03","1","50810"
"4","2018-09-18 16:15:04","2","50812"
"2","2018-09-18 16:15:05","3","50815"
"4","2018-09-18 16:15:06","1","50816"
"2","2018-09-18 16:15:07","3","50819"
"2","2018-09-18 16:15:08","2","50821"
"2","2018-09-18 16:15:09","3","50824"
"2","2018-09-18 16:15:10","1","50825"
"4","2018-09-18 16:15:11","1","50826"
"4","2018-09-18 16:15:12","1","50827"
"2","2018-09-18 16:15:13","5","50832"
"4","2018-09-18 16:15:14","2","50834"
"2","2018-09-18 16:15:15","2","50836"
"2","2018-09-18 16:15:16","3","50839"
"2","2018-09-18 16:15:17","2","50841"
"2","2018-09-18 16:15:18","2","50843"
"2","2018-09-18 16:15:19","2","50845"
"2","2018-09-18 16:15:20","5","50850"
"2","2018-09-18 16:15:21","2","50852"
"4","2018-09-18 16:15:22","5","50857"
"2","2018-09-18 16:15:23","3","50860"
"2","2018-09-18 16:15:24","5","50865"
"4","2018-09-18 16:15:25","3","50868"
"4","2018-09-18 16:15:26","4","50872"
"2","2018-09-18 16:15:27","2","50874"
"2","2018-09-18 16:15:28","1","50875"
"2","2018-09-18 16:15:29","1","50876"
"2","2018-09-18 16:15:30","2","50878"
"2","2018-09-18 16:15:32","1","50879"
"2","2018-09-18 16:15:33","4","50883"
